关键词,描述内容
空间机器人展区,执行大范围、跨舱段的支持航天员出舱活动、舱外状态检查、舱外货物转移及安装、舱外维护维修、载荷照料、光学设施维护等任务
空间机器人展区,对于空间灵巧手技术
空间机器人展区,2016年9月我国首个空间灵巧手随天宫二号在酒泉卫星发射中心成功发射
空间机器人展区,10月至11月开展人机协同在轨维修试验9次
空间机器人展区,累计80人时
空间机器人展区,成功完成国际首次在轨手持电动工具旋拧螺钉、在轨插拔航天电连接器
空间机器人展区,我国首次航天员在轨遥操作灵巧手等精细操作任务
空间机器人展区,获国家技术发明二等奖2项
空间机器人展区,2007欧盟机器人技术和转化一等奖1项
空间机器人展区,出版专著1部
宇航空间机构及控制展区,宇航空间机构及控制展区
宇航空间机构及控制展区,宇航空间机构及控制展区包括轮式星球车移动、空间折展机构与变形翼和操控作业与采样三项技术
宇航空间机构及控制展区,其中轮式星球车移动技术为我国“玉兔号”月球车提供了“6驱动/4转向/主副摇臂/差动均姿”悬架构型及设计参数与筛网轮构型
宇航空间机构及控制展区,提供了“玉兔号”月球车、火星车转移机构
宇航空间机构及控制展区,提出轮步式火星车移动系统构型
宇航空间机构及控制展区,移动性能优越
宇航空间机构及控制展区,方案已被我国火星车采用
宇航空间机构及控制展区,空间折展机构与变形翼技术联合研制出我国首个60米长大型空间伸展臂、57米大型模块化平面相控阵雷达天线机构
宇航空间机构及控制展区,研究成果用于我国百米雷达天线等
宇航空间机构及控制展区,为我国远程空间通信和高分辨对地观测提供了核心装备
宇航空间机构及控制展区,为我国高超声速飞行器提供了核心装备
宇航空间机构及控制展区,操控作业与采样技术解决嫦娥五号钻表复合高效采样技术难题
宇航空间机构及控制展区,主持构建了“嫦娥五号”钻取/机械臂表取复合样品封装与传送的月面采样技术体系
宇航空间机构及控制展区,主持设计并联合研制了“嫦娥五号”月面钻取采样系统正样产品
宇航空间机构及控制展区,为我国首次小行星探测附着采样系统提供了关键技术
服务及医疗机器人展区,服务及医疗机器人展区
服务及医疗机器人展区,服务及医疗机器人展区包括服务机器人和医疗机器人
服务及医疗机器人展区,智能服务机器人是在非结构环境下为人类提供必要服务的多种高技术集成的智能化装备
服务及医疗机器人展区,是我国先进制造的前沿技术
服务及医疗机器人展区,随着人口老龄化趋势及需求快速增长
服务及医疗机器人展区,服务机器人正迈入智能化新时代
服务及医疗机器人展区,重点实验室立足国家科技发展战略与产业前沿
服务及医疗机器人展区,面向民生与服务领域
服务及医疗机器人展区,开展了人机融合、智能感知、交互控制等共性技术
服务及医疗机器人展区,成为国内服务机器人研究与产业支撑的核心力量之一
服务及医疗机器人展区,其中穿戴式辅助增强机器人
服务及医疗机器人展区,实验室面向负载携行助力需求
服务及医疗机器人展区,自主研发了系列化穿戴式外骨骼机器人
服务及医疗机器人展区,军用单兵外骨骼实现了高原环境应用测试
服务及医疗机器人展区,地震救援、火灾救援外骨骼分别在中国地震应急救援中心、消防部队等完成应用示范
服务及医疗机器人展区,成果应邀参加“十二五”科技创新展
服务及医疗机器人展区,实验室面向单人作业辅助需求
服务及医疗机器人展区,研制了穿戴式外肢体机器人
服务及医疗机器人展区,拓展人体独立作业能力
服务及医疗机器人展区,广泛应用于特种作业、工业制造等领域
服务及医疗机器人展区,解决如核工业、大飞机制造过程中的单人复杂作业难题
服务及医疗机器人展区,在医疗机器人研究中
服务及医疗机器人展区,实验室承担了一批国家自然科学基金基础研究、863计划、国家重点研发计划等重点和重大医疗机器人研究项目
服务及医疗机器人展区,突破了医疗机器人灵巧手术器械设计、力反馈感知、精确主从控制、狭小空间精准操作、风险分析与安全控制、动物与临床试验、系统集成等关键技术
服务及医疗机器人展区,研制了骨科、普外科、心内科、神经外科手术机器人系统
服务及医疗机器人展区,获省部级科技进步奖4项、出版专著3部、获国家发明专利200余项
服务及医疗机器人展区,腹腔微创手术机器人获批国产腔镜手术医疗器械三类注册证
服务及医疗机器人展区,正在实施产业化
工业及特种机器人展区,工业及特种机器人展区
工业及特种机器人展区,工业及特种机器人展区包含工业机器人和特种机器人两类
工业及特种机器人展区,工业机器人作为最典型的机电一体化数字化装备
工业及特种机器人展区,已成为衡量一个国家制造业水平和科技水平的重要标志
工业及特种机器人展区,实验室面向国民经济重大需求
工业及特种机器人展区,集智攻关工业机器人关键技术
工业及特种机器人展区,与业内龙头企业合作
工业及特种机器人展区,建立“产学研用”四位一体的科技创新与成果转化体系
工业及特种机器人展区,增强工业机器人自主研发能力
工业及特种机器人展区,促进国民经济发展
工业及特种机器人展区,我们实验室的成果包括码垛机器人、电石出炉机器人和协作型工业机器人
工业及特种机器人展区,2014年国家“863”项目
工业及特种机器人展区,RB200型200Kg码垛机器人
工业及特种机器人展区,最大码垛能力1100袋每小时；RB300型300Kg码垛机器人
工业及特种机器人展区,最大码垛能力720袋每小时；石化行业包装码垛机器人替代进口产品
工业及特种机器人展区,国内市场占有率百分之80
工业及特种机器人展区,实验室研制国内首台耐高温、抗强冲击电石出炉机器人
工业及特种机器人展区,在新疆中泰、新疆天业、内蒙古君正等上市龙头企业得到成功应用
工业及特种机器人展区,销售额突破8亿元
工业及特种机器人展区,开创我国电石冶炼机器人先河
工业及特种机器人展区,除此以外
工业及特种机器人展区,实验室研发了新一代人机协作型工业机器人
工业及特种机器人展区,操作复杂度更高、技巧性更强
工业及特种机器人展区,机器人的核心部件具有独立自主知识产权
工业及特种机器人展区,全部实现国产化
工业及特种机器人展区,解决了批量化制造难题
工业及特种机器人展区,哈工大协作型工业机器人2018年获得了“世界三大设计奖之一”的德国红点奖与“中国设计界的奥斯卡”中国设计红星奖
工业及特种机器人展区,特种机器人方面
工业及特种机器人展区,核工业是高科技战略产业
工业及特种机器人展区,是国家安全的重要基石
工业及特种机器人展区,掌握面向核工业服役的机器人核心技术
工业及特种机器人展区,推进相关机器人与机器人化装备的实用化发展
工业及特种机器人展区,对于增强我国综合实力、保证国家安全、提高国际竞争力具有重要意义
工业及特种机器人展区,在惯性约束核聚变领域
工业及特种机器人展区,实验室研制国内首台48束强激光高效频率转换与快速引导聚焦系统、靶调整机器人等精密机器人装备
工业及特种机器人展区,应用于我国自主建设的大型多路激光装置
工业及特种机器人展区,用于惯性约束核聚变研究
工业及特种机器人展区,综合打靶精度优于美国国家点火工程装置
工业及特种机器人展区,在核环境检测与维护领域
工业及特种机器人展区,自主研发了国内首台具有自主知识产权的核反应堆压力容器检查机器人
工业及特种机器人展区,通过了英国IVC认证并投入使用
工业及特种机器人展区,在秦山一期、二期、岭澳、福清等核电站完成了役前、在役检测任务
工业及特种机器人展区,研制了我国首台核聚变堆重载包层维护机器人与多功能灵巧机械臂
工业及特种机器人展区,制订了通用技术标准和规范
领导关怀及荣誉展区,领导关怀及荣誉展区
领导关怀及荣誉展区,展区中展示了习近平总书记2009年来校视察时观看机器人演示的画面
领导关怀及荣誉展区,以及2016年视察哈工大科技创新成果时与机器人灵巧手互动的情景
领导关怀及荣誉展区,此外
领导关怀及荣誉展区,江泽民同志
领导关怀及荣誉展区,李鹏同志
领导关怀及荣誉展区,朱镕基同志
领导关怀及荣誉展区,温家宝同志等多位党和国家领导人都对实验室的发展密切关注
领导关怀及荣誉展区,2021年实验室获评全国专业技术人才先进集体称号
领导关怀及荣誉展区,2022年实验室空间机器人及操纵技术创新团队获评国防科技创新团队奖
领导关怀及荣誉展区,感动龙江年度群体称号
领导关怀及荣誉展区,近年来
领导关怀及荣誉展区,实验室累计获得国家级奖项十余项
开放服务展区,开放服务展区
开放服务展区,实验室形成了常态化的科学传播机制
开放服务展区,以公众开放日
开放服务展区,科普报告
开放服务展区,机器人实践以及媒体宣传等方式
开放服务展区,大力促进科学传播
开放服务展区,同时推进学术交流合作
开放服务展区,主办、承办、协办多项国际、国内重要学术会议
实验室队伍展区,实验室队伍展区
实验室队伍展区,实验室共有两院院士四人
实验室队伍展区,分别是中国工程院院士
实验室队伍展区,蔡鹤皋；中国工程院院士
实验室队伍展区,邓宗全；中国科学院院士
实验室队伍展区,段广仁
实验室队伍展区,以及中国工程院院士
实验室队伍展区,刘宏
实验室队伍展区,现有杰青等国家级人才29人
实验室队伍展区,优青等国家青年和省部级人才12人；国家级教学团队1个、国家自然基金委创新研究群体2个、科技部重点领域创新团队1个、教育部创新团队4个
实验室队伍展区,共设空间机器人研究团队
实验室队伍展区,宇航空间机构及控制研究团队
实验室队伍展区,工业及特种机器人研究团队
实验室队伍展区,服务及医疗机器人研究团队
实验室队伍展区,微纳及仿生机器人研究团队
实验室队伍展区,基础交叉研究团队等六个研究团队
实验室队伍展区,队伍固定人员累计160余人
小型娱乐机器人,小型娱乐机器人
小型娱乐机器人,2012、2018年两次登上央视春晚舞台；2018年冬奥会闭幕式
小型娱乐机器人,助力“北京八分钟”
